,path,age
273,common_voice_pl_27381394.mp3,thirties
274,common_voice_pl_27381395.mp3,thirties
275,common_voice_pl_27381396.mp3,thirties
279,common_voice_pl_25749758.mp3,fourties
280,common_voice_pl_25749759.mp3,fourties
281,common_voice_pl_25749761.mp3,fourties
283,common_voice_pl_26864633.mp3,thirties
291,common_voice_pl_21445314.mp3,twenties
293,common_voice_pl_20614590.mp3,thirties
294,common_voice_pl_20614592.mp3,thirties
295,common_voice_pl_20614595.mp3,thirties
296,common_voice_pl_20614598.mp3,thirties
299,common_voice_pl_20639656.mp3,thirties
301,common_voice_pl_20639658.mp3,thirties
303,common_voice_pl_20616780.mp3,twenties
304,common_voice_pl_20616781.mp3,twenties
305,common_voice_pl_20616782.mp3,twenties
306,common_voice_pl_20616783.mp3,twenties
307,common_voice_pl_20616784.mp3,twenties
310,common_voice_pl_43396312.mp3,fourties
313,common_voice_pl_20604970.mp3,twenties
314,common_voice_pl_20604971.mp3,twenties
315,common_voice_pl_20604972.mp3,twenties
319,common_voice_pl_22790547.mp3,thirties
320,common_voice_pl_22790548.mp3,thirties
321,common_voice_pl_20615803.mp3,fourties
326,common_voice_pl_22929672.mp3,fourties
327,common_voice_pl_22929675.mp3,fourties
331,common_voice_pl_20614340.mp3,twenties
332,common_voice_pl_20614341.mp3,twenties
334,common_voice_pl_20614343.mp3,twenties
338,common_voice_pl_20690872.mp3,thirties
340,common_voice_pl_20690874.mp3,thirties
341,common_voice_pl_21358278.mp3,thirties
342,common_voice_pl_21358279.mp3,thirties
343,common_voice_pl_21358280.mp3,thirties
344,common_voice_pl_21358281.mp3,thirties
345,common_voice_pl_21358282.mp3,thirties
347,common_voice_pl_20610281.mp3,twenties
349,common_voice_pl_20610283.mp3,twenties
350,common_voice_pl_20610284.mp3,twenties
351,common_voice_pl_26193576.mp3,thirties
353,common_voice_pl_26193578.mp3,thirties
355,common_voice_pl_26193580.mp3,thirties
360,common_voice_pl_22202262.mp3,twenties
361,common_voice_pl_20658652.mp3,twenties
364,common_voice_pl_20658658.mp3,twenties
367,common_voice_pl_20773310.mp3,thirties
369,common_voice_pl_20773312.mp3,thirties
378,common_voice_pl_20605857.mp3,thirties
379,common_voice_pl_20605864.mp3,thirties
382,common_voice_pl_20608083.mp3,twenties
384,common_voice_pl_20608085.mp3,twenties
386,common_voice_pl_20609642.mp3,twenties
388,common_voice_pl_20609645.mp3,twenties
389,common_voice_pl_20609649.mp3,twenties
391,common_voice_pl_20622368.mp3,thirties
397,common_voice_pl_20604411.mp3,twenties
398,common_voice_pl_20604412.mp3,twenties
399,common_voice_pl_20604414.mp3,twenties
400,common_voice_pl_20604415.mp3,twenties
401,common_voice_pl_23726408.mp3,twenties
404,common_voice_pl_23726411.mp3,twenties
407,common_voice_pl_36738161.mp3,teens
408,common_voice_pl_36738179.mp3,teens
411,common_voice_pl_47111976.mp3,fifties
414,common_voice_pl_47112466.mp3,fifties
415,common_voice_pl_47112544.mp3,fifties
418,common_voice_pl_20616862.mp3,twenties
420,common_voice_pl_20616868.mp3,twenties
421,common_voice_pl_37576902.mp3,twenties
423,common_voice_pl_37576904.mp3,twenties
424,common_voice_pl_37576905.mp3,twenties
425,common_voice_pl_37576906.mp3,twenties
426,common_voice_pl_20607240.mp3,twenties
427,common_voice_pl_20607241.mp3,twenties
430,common_voice_pl_20607246.mp3,twenties
431,common_voice_pl_20820965.mp3,thirties
434,common_voice_pl_20820968.mp3,thirties
436,common_voice_pl_20605039.mp3,thirties
437,common_voice_pl_20605041.mp3,thirties
448,common_voice_pl_20785938.mp3,thirties
449,common_voice_pl_20785939.mp3,thirties
450,common_voice_pl_20785940.mp3,thirties
451,common_voice_pl_40849018.mp3,twenties
453,common_voice_pl_40849020.mp3,twenties
455,common_voice_pl_40849022.mp3,twenties
463,common_voice_pl_20607701.mp3,thirties
465,common_voice_pl_20607704.mp3,thirties
466,common_voice_pl_28512905.mp3,twenties
468,common_voice_pl_28512907.mp3,twenties
469,common_voice_pl_28512908.mp3,twenties
471,common_voice_pl_20632912.mp3,fourties
473,common_voice_pl_20632914.mp3,fourties
474,common_voice_pl_20632915.mp3,fourties
475,common_voice_pl_20632916.mp3,fourties
476,common_voice_pl_20618336.mp3,thirties
477,common_voice_pl_20618337.mp3,thirties
479,common_voice_pl_20618344.mp3,thirties
480,common_voice_pl_20618470.mp3,thirties
481,common_voice_pl_20627967.mp3,thirties
482,common_voice_pl_20627968.mp3,thirties
483,common_voice_pl_20627969.mp3,thirties
484,common_voice_pl_20627970.mp3,thirties
486,common_voice_pl_21098266.mp3,thirties
489,common_voice_pl_21098269.mp3,thirties
490,common_voice_pl_21098270.mp3,thirties
491,common_voice_pl_23367382.mp3,fifties
493,common_voice_pl_23367384.mp3,fifties
494,common_voice_pl_23367385.mp3,fifties
495,common_voice_pl_23367386.mp3,fifties
496,common_voice_pl_20614667.mp3,thirties
499,common_voice_pl_20614674.mp3,thirties
500,common_voice_pl_20614675.mp3,thirties
501,common_voice_pl_32183773.mp3,twenties
503,common_voice_pl_32183775.mp3,twenties
506,common_voice_pl_31479548.mp3,twenties
507,common_voice_pl_31479549.mp3,twenties
508,common_voice_pl_31479550.mp3,twenties
510,common_voice_pl_31479552.mp3,twenties
512,common_voice_pl_21768419.mp3,twenties
513,common_voice_pl_21768420.mp3,twenties
515,common_voice_pl_21768422.mp3,twenties
516,common_voice_pl_20623923.mp3,twenties
517,common_voice_pl_20623931.mp3,twenties
519,common_voice_pl_20623940.mp3,twenties
520,common_voice_pl_20623945.mp3,twenties
522,common_voice_pl_20813339.mp3,thirties
523,common_voice_pl_20813340.mp3,thirties
527,common_voice_pl_20644631.mp3,twenties
529,common_voice_pl_20644633.mp3,twenties
532,common_voice_pl_37868087.mp3,thirties
534,common_voice_pl_37868089.mp3,thirties
536,common_voice_pl_37163833.mp3,thirties
537,common_voice_pl_37163834.mp3,thirties
538,common_voice_pl_37163835.mp3,thirties
539,common_voice_pl_37163836.mp3,thirties
540,common_voice_pl_37163837.mp3,thirties
541,common_voice_pl_38861108.mp3,sixties+
543,common_voice_pl_38861111.mp3,sixties+
546,common_voice_pl_20612774.mp3,twenties
547,common_voice_pl_20612776.mp3,twenties
548,common_voice_pl_20612777.mp3,twenties
550,common_voice_pl_20612781.mp3,twenties
551,common_voice_pl_20636833.mp3,twenties
552,common_voice_pl_20636834.mp3,twenties
556,common_voice_pl_21106656.mp3,thirties
563,common_voice_pl_20638237.mp3,twenties
566,common_voice_pl_26863498.mp3,thirties
569,common_voice_pl_26863503.mp3,thirties
570,common_voice_pl_26863505.mp3,thirties
571,common_voice_pl_25378583.mp3,twenties
572,common_voice_pl_25378584.mp3,twenties
573,common_voice_pl_25378585.mp3,twenties
574,common_voice_pl_25378586.mp3,twenties
575,common_voice_pl_25378587.mp3,twenties
576,common_voice_pl_33310159.mp3,teens
577,common_voice_pl_33310160.mp3,teens
579,common_voice_pl_33310162.mp3,teens
580,common_voice_pl_33310163.mp3,teens
582,common_voice_pl_22060852.mp3,thirties
585,common_voice_pl_22060855.mp3,thirties
586,common_voice_pl_20647964.mp3,thirties
589,common_voice_pl_20647967.mp3,thirties
591,common_voice_pl_22544211.mp3,teens
592,common_voice_pl_22544212.mp3,teens
593,common_voice_pl_22544213.mp3,teens
595,common_voice_pl_22544215.mp3,teens
597,common_voice_pl_25231764.mp3,thirties
600,common_voice_pl_25231768.mp3,thirties
605,common_voice_pl_20634709.mp3,twenties
609,common_voice_pl_20639668.mp3,twenties
613,common_voice_pl_20660919.mp3,twenties
614,common_voice_pl_20660920.mp3,twenties
616,common_voice_pl_41649999.mp3,thirties
619,common_voice_pl_41650002.mp3,thirties
626,common_voice_pl_20608100.mp3,twenties
628,common_voice_pl_20608105.mp3,twenties
629,common_voice_pl_20608107.mp3,twenties
630,common_voice_pl_20608109.mp3,twenties
631,common_voice_pl_20617090.mp3,twenties
632,common_voice_pl_20617095.mp3,twenties
634,common_voice_pl_20617101.mp3,twenties
636,common_voice_pl_20605572.mp3,thirties
638,common_voice_pl_20612139.mp3,thirties
639,common_voice_pl_20612140.mp3,thirties
641,common_voice_pl_20612142.mp3,thirties
644,common_voice_pl_20610445.mp3,thirties
648,common_voice_pl_20646907.mp3,fourties
651,common_voice_pl_20646944.mp3,fourties
652,common_voice_pl_20647062.mp3,fourties
657,common_voice_pl_44968042.mp3,twenties
659,common_voice_pl_44968545.mp3,twenties
660,common_voice_pl_42375797.mp3,thirties
661,common_voice_pl_42375799.mp3,thirties
662,common_voice_pl_42375802.mp3,thirties
663,common_voice_pl_42375803.mp3,thirties
665,common_voice_pl_42375806.mp3,thirties
666,common_voice_pl_20603535.mp3,thirties
667,common_voice_pl_20653265.mp3,thirties
669,common_voice_pl_20653268.mp3,thirties
671,common_voice_pl_20653273.mp3,thirties
674,common_voice_pl_30708569.mp3,twenties
675,common_voice_pl_20604569.mp3,twenties
677,common_voice_pl_20604827.mp3,twenties
678,common_voice_pl_20604828.mp3,twenties
682,common_voice_pl_24990155.mp3,teens
683,common_voice_pl_24990156.mp3,teens
684,common_voice_pl_24990157.mp3,teens
685,common_voice_pl_24990158.mp3,teens
689,common_voice_pl_27046275.mp3,twenties
690,common_voice_pl_27046277.mp3,twenties
692,common_voice_pl_27046315.mp3,twenties
693,common_voice_pl_20959933.mp3,teens
695,common_voice_pl_20959935.mp3,teens
698,common_voice_pl_22939466.mp3,teens
702,common_voice_pl_24981361.mp3,twenties
703,common_voice_pl_24981362.mp3,twenties
705,common_voice_pl_24981541.mp3,twenties
706,common_voice_pl_20605618.mp3,thirties
708,common_voice_pl_20605776.mp3,thirties
710,common_voice_pl_20605794.mp3,thirties
711,common_voice_pl_20605808.mp3,thirties
713,common_voice_pl_20610920.mp3,twenties
716,common_voice_pl_20610924.mp3,twenties
717,common_voice_pl_20610926.mp3,twenties
718,common_voice_pl_20611176.mp3,twenties
719,common_voice_pl_20611178.mp3,twenties
720,common_voice_pl_20604245.mp3,twenties
721,common_voice_pl_20604252.mp3,twenties
723,common_voice_pl_20604277.mp3,twenties
724,common_voice_pl_20604284.mp3,twenties
725,common_voice_pl_20604304.mp3,twenties
729,common_voice_pl_20640166.mp3,thirties
731,common_voice_pl_20640213.mp3,thirties
733,common_voice_pl_20640215.mp3,thirties
735,common_voice_pl_23811630.mp3,teens
736,common_voice_pl_23811631.mp3,teens
738,common_voice_pl_23822094.mp3,teens
741,common_voice_pl_28723884.mp3,twenties
742,common_voice_pl_28723885.mp3,twenties
743,common_voice_pl_28723886.mp3,twenties
744,common_voice_pl_28723948.mp3,twenties
746,common_voice_pl_28724437.mp3,twenties
747,common_voice_pl_28724439.mp3,twenties
749,common_voice_pl_20616256.mp3,thirties
755,common_voice_pl_20665491.mp3,twenties
756,common_voice_pl_20665492.mp3,twenties
758,common_voice_pl_20665494.mp3,twenties
760,common_voice_pl_20665517.mp3,twenties
761,common_voice_pl_20665519.mp3,twenties
762,common_voice_pl_20665520.mp3,twenties
764,common_voice_pl_20623212.mp3,twenties
765,common_voice_pl_20623223.mp3,twenties
766,common_voice_pl_20652198.mp3,twenties
768,common_voice_pl_20652200.mp3,twenties
769,common_voice_pl_20652201.mp3,twenties
770,common_voice_pl_20652202.mp3,twenties
771,common_voice_pl_41570334.mp3,thirties
773,common_voice_pl_41570336.mp3,thirties
780,common_voice_pl_20625867.mp3,thirties
782,common_voice_pl_20625874.mp3,thirties
783,common_voice_pl_20619588.mp3,twenties
786,common_voice_pl_20619718.mp3,twenties
787,common_voice_pl_20619720.mp3,twenties
788,common_voice_pl_20619721.mp3,twenties
789,common_voice_pl_20619722.mp3,twenties
791,common_voice_pl_22740594.mp3,fourties
792,common_voice_pl_22740595.mp3,fourties
794,common_voice_pl_22740610.mp3,fourties
796,common_voice_pl_22740626.mp3,fourties
799,common_voice_pl_22311853.mp3,twenties
800,common_voice_pl_22311854.mp3,twenties
802,common_voice_pl_22311906.mp3,twenties
804,common_voice_pl_22311909.mp3,twenties
806,common_voice_pl_22311911.mp3,twenties
808,common_voice_pl_29503905.mp3,fourties
811,common_voice_pl_24454001.mp3,fourties
813,common_voice_pl_24454005.mp3,fourties
814,common_voice_pl_24454008.mp3,fourties
816,common_voice_pl_21088889.mp3,thirties
819,common_voice_pl_21088892.mp3,thirties
820,common_voice_pl_21089043.mp3,thirties
821,common_voice_pl_21089044.mp3,thirties
822,common_voice_pl_21089045.mp3,thirties
823,common_voice_pl_39204052.mp3,twenties
826,common_voice_pl_39204057.mp3,twenties
828,common_voice_pl_39204071.mp3,twenties
830,common_voice_pl_39204074.mp3,twenties
832,common_voice_pl_26945051.mp3,fourties
833,common_voice_pl_26945053.mp3,fourties
835,common_voice_pl_26945057.mp3,fourties
837,common_voice_pl_26945247.mp3,fourties
838,common_voice_pl_26945249.mp3,fourties
839,common_voice_pl_26945250.mp3,fourties
840,common_voice_pl_26945251.mp3,fourties
843,common_voice_pl_20773696.mp3,twenties
845,common_voice_pl_20773811.mp3,twenties
849,common_voice_pl_20773816.mp3,twenties
850,common_voice_pl_20607089.mp3,thirties
853,common_voice_pl_20607566.mp3,thirties
855,common_voice_pl_20618013.mp3,thirties
858,common_voice_pl_20618022.mp3,thirties
859,common_voice_pl_20633097.mp3,twenties
861,common_voice_pl_20633101.mp3,twenties
863,common_voice_pl_20646738.mp3,twenties
866,common_voice_pl_20646741.mp3,twenties
867,common_voice_pl_20646742.mp3,twenties
869,common_voice_pl_20831600.mp3,twenties
871,common_voice_pl_20831603.mp3,twenties
875,common_voice_pl_20831615.mp3,twenties
877,common_voice_pl_20630808.mp3,twenties
880,common_voice_pl_20630835.mp3,twenties
885,common_voice_pl_20630920.mp3,twenties
886,common_voice_pl_23595867.mp3,twenties
888,common_voice_pl_23595869.mp3,twenties
890,common_voice_pl_23595927.mp3,twenties
892,common_voice_pl_23595929.mp3,twenties
893,common_voice_pl_23595930.mp3,twenties
896,common_voice_pl_25523994.mp3,fifties
897,common_voice_pl_25523995.mp3,fifties
898,common_voice_pl_25523997.mp3,fifties
899,common_voice_pl_20790697.mp3,twenties
904,common_voice_pl_20790705.mp3,twenties
905,common_voice_pl_20790707.mp3,twenties
906,common_voice_pl_20790708.mp3,twenties
910,common_voice_pl_20805142.mp3,thirties
912,common_voice_pl_20805228.mp3,thirties
914,common_voice_pl_20805230.mp3,thirties
916,common_voice_pl_20805233.mp3,thirties
917,common_voice_pl_20618075.mp3,twenties
920,common_voice_pl_20618090.mp3,twenties
922,common_voice_pl_20618360.mp3,twenties
924,common_voice_pl_20618365.mp3,twenties
925,common_voice_pl_20618367.mp3,twenties
931,common_voice_pl_20772729.mp3,thirties
932,common_voice_pl_20772730.mp3,thirties
934,common_voice_pl_20772733.mp3,thirties
938,common_voice_pl_20683444.mp3,thirties
939,common_voice_pl_20683445.mp3,thirties
940,common_voice_pl_20683446.mp3,thirties
941,common_voice_pl_20683447.mp3,thirties
944,common_voice_pl_20662299.mp3,fourties
947,common_voice_pl_20662302.mp3,fourties
948,common_voice_pl_20662303.mp3,fourties
951,common_voice_pl_20662323.mp3,fourties
953,common_voice_pl_20624835.mp3,twenties
954,common_voice_pl_20624837.mp3,twenties
958,common_voice_pl_20624936.mp3,twenties
961,common_voice_pl_20624951.mp3,twenties
963,common_voice_pl_20617669.mp3,twenties
964,common_voice_pl_20617671.mp3,twenties
965,common_voice_pl_20617672.mp3,twenties
969,common_voice_pl_20618421.mp3,twenties
973,common_voice_pl_27266088.mp3,thirties
975,common_voice_pl_27266146.mp3,thirties
976,common_voice_pl_27266147.mp3,thirties
978,common_voice_pl_27266149.mp3,thirties
980,common_voice_pl_20775831.mp3,teens
981,common_voice_pl_20775833.mp3,teens
982,common_voice_pl_20775835.mp3,teens
983,common_voice_pl_20775837.mp3,teens
984,common_voice_pl_20775838.mp3,teens
985,common_voice_pl_20775979.mp3,teens
987,common_voice_pl_20775981.mp3,teens
990,common_voice_pl_20770412.mp3,thirties
992,common_voice_pl_20770414.mp3,thirties
996,common_voice_pl_20770424.mp3,thirties
997,common_voice_pl_20770425.mp3,thirties
998,common_voice_pl_21160177.mp3,teens
1001,common_voice_pl_21160181.mp3,teens
1003,common_voice_pl_21160299.mp3,teens
1008,common_voice_pl_20650032.mp3,fourties
1012,common_voice_pl_20650072.mp3,fourties
1013,common_voice_pl_20650073.mp3,fourties
1014,common_voice_pl_20650074.mp3,fourties
1016,common_voice_pl_22237538.mp3,twenties
1020,common_voice_pl_22237542.mp3,twenties
1022,common_voice_pl_22237549.mp3,twenties
1028,common_voice_pl_25029441.mp3,sixties+
1032,common_voice_pl_25029455.mp3,sixties+
1033,common_voice_pl_25029457.mp3,sixties+
1034,common_voice_pl_25110846.mp3,teens
1039,common_voice_pl_20616381.mp3,twenties
1040,common_voice_pl_20616382.mp3,twenties
1041,common_voice_pl_20616478.mp3,twenties
1042,common_voice_pl_20616480.mp3,twenties
1043,common_voice_pl_20616481.mp3,twenties
1045,common_voice_pl_20616487.mp3,twenties
1046,common_voice_pl_20616502.mp3,twenties
1047,common_voice_pl_20616505.mp3,twenties
1049,common_voice_pl_20652239.mp3,fourties
1050,common_voice_pl_20652240.mp3,fourties
1051,common_voice_pl_20652241.mp3,fourties
1052,common_voice_pl_20652518.mp3,fourties
1059,common_voice_pl_20630460.mp3,twenties
1060,common_voice_pl_20630461.mp3,twenties
1061,common_voice_pl_20630529.mp3,twenties
1062,common_voice_pl_20630530.mp3,twenties
1064,common_voice_pl_20630532.mp3,twenties
1066,common_voice_pl_37006646.mp3,twenties
1068,common_voice_pl_37006648.mp3,twenties
1069,common_voice_pl_37006649.mp3,twenties
1070,common_voice_pl_37006650.mp3,twenties
1071,common_voice_pl_37006656.mp3,twenties
1073,common_voice_pl_37006658.mp3,twenties
1075,common_voice_pl_37006660.mp3,twenties
1076,common_voice_pl_20663194.mp3,twenties
1077,common_voice_pl_20663195.mp3,twenties
1080,common_voice_pl_20663198.mp3,twenties
1086,common_voice_pl_28246432.mp3,thirties
1087,common_voice_pl_28246434.mp3,thirties
1088,common_voice_pl_28246435.mp3,thirties
1090,common_voice_pl_28246438.mp3,thirties
1091,common_voice_pl_28246454.mp3,thirties
1093,common_voice_pl_28246456.mp3,thirties
1098,common_voice_pl_25425492.mp3,twenties
1099,common_voice_pl_25425493.mp3,twenties
1102,common_voice_pl_25425504.mp3,twenties
1103,common_voice_pl_25425506.mp3,twenties
1105,common_voice_pl_25425508.mp3,twenties
1106,common_voice_pl_37328992.mp3,twenties
1107,common_voice_pl_37328993.mp3,twenties
1109,common_voice_pl_37328995.mp3,twenties
1110,common_voice_pl_37328996.mp3,twenties
1111,common_voice_pl_37328997.mp3,twenties
1112,common_voice_pl_37328998.mp3,twenties
1113,common_voice_pl_37328999.mp3,twenties
1114,common_voice_pl_37329000.mp3,twenties
1118,common_voice_pl_27999448.mp3,thirties
1120,common_voice_pl_27999450.mp3,thirties
1122,common_voice_pl_27999475.mp3,thirties
1123,common_voice_pl_27999476.mp3,thirties
1124,common_voice_pl_27999477.mp3,thirties
1126,common_voice_pl_29139217.mp3,teens
1127,common_voice_pl_29139218.mp3,teens
1131,common_voice_pl_39716192.mp3,twenties
1133,common_voice_pl_39716194.mp3,twenties
1136,common_voice_pl_21866562.mp3,twenties
1139,common_voice_pl_21866565.mp3,twenties
1141,common_voice_pl_21866627.mp3,twenties
1144,common_voice_pl_21866630.mp3,twenties
1146,common_voice_pl_20775637.mp3,thirties
1149,common_voice_pl_20775646.mp3,thirties
1150,common_voice_pl_20775648.mp3,thirties
1151,common_voice_pl_20775761.mp3,thirties
1155,common_voice_pl_20775768.mp3,thirties
1157,common_voice_pl_21061121.mp3,twenties
1158,common_voice_pl_21061122.mp3,twenties
1159,common_voice_pl_21061123.mp3,twenties
1161,common_voice_pl_21061125.mp3,twenties
1162,common_voice_pl_21061126.mp3,twenties
1163,common_voice_pl_21061127.mp3,twenties
1165,common_voice_pl_21061129.mp3,twenties
1169,common_voice_pl_28810722.mp3,fourties
1170,common_voice_pl_28810723.mp3,fourties
1171,common_voice_pl_21109560.mp3,twenties
1173,common_voice_pl_21109562.mp3,twenties
1175,common_voice_pl_21109564.mp3,twenties
1177,common_voice_pl_21109606.mp3,twenties
1179,common_voice_pl_21109608.mp3,twenties
1180,common_voice_pl_21109609.mp3,twenties
1181,common_voice_pl_20614524.mp3,twenties
1182,common_voice_pl_20614526.mp3,twenties
1184,common_voice_pl_20614528.mp3,twenties
1185,common_voice_pl_20614529.mp3,twenties
1186,common_voice_pl_20614591.mp3,twenties
1190,common_voice_pl_20614597.mp3,twenties
1191,common_voice_pl_20638185.mp3,thirties
1192,common_voice_pl_20638186.mp3,thirties
1195,common_voice_pl_20638189.mp3,thirties
1199,common_voice_pl_20638283.mp3,thirties
1200,common_voice_pl_20638284.mp3,thirties
1202,common_voice_pl_20621293.mp3,twenties
1203,common_voice_pl_20621294.mp3,twenties
1204,common_voice_pl_20621295.mp3,twenties
1205,common_voice_pl_20621296.mp3,twenties
1207,common_voice_pl_20621477.mp3,twenties
1208,common_voice_pl_20621480.mp3,twenties
1209,common_voice_pl_20621483.mp3,twenties
1210,common_voice_pl_20621484.mp3,twenties
1211,common_voice_pl_22450517.mp3,thirties
1212,common_voice_pl_22450518.mp3,thirties
1214,common_voice_pl_22450528.mp3,thirties
1215,common_voice_pl_22450529.mp3,thirties
1216,common_voice_pl_22450530.mp3,thirties
1217,common_voice_pl_22450533.mp3,thirties
1219,common_voice_pl_22450535.mp3,thirties
1220,common_voice_pl_22450536.mp3,thirties
1222,common_voice_pl_20660180.mp3,twenties
1223,common_voice_pl_20660181.mp3,twenties
1225,common_voice_pl_20660184.mp3,twenties
1227,common_voice_pl_20660201.mp3,twenties
